Anio,Pagina,Tipo,SS/SN,Proyecto,codigo UCAP,Descripcion UCAP,Colocar,Quitar,Descripcion Normalizada,Fuente,Clave Consolidacion
2026,29,SS,1238944,SMAP-CIL-0364-25 Cl 53B 85E-31,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,12,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 29",5200464
2026,29,SS,1238944,SMAP-CIL-0364-25 Cl 53B 85E-31,5200243,UCAP BRAZO RECTO 4500M,,1,BRAZO RECTO 4500M,"Tabla 1 al 331_2026.pdf, pagina 29",5200243
2026,30,SS,1238979,SMAP-CIL-0370-25 CR 92 CC # 15A-07,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 30",5200231
2026,30,SS,1238979,SMAP-CIL-0370-25 CR 92 CC # 15A-07,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 30",5200270
2026,30,SS,1238979,SMAP-CIL-0370-25 CR 92 CC # 15A-07,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 30",5200217
2026,30,SS,1238979,SMAP-CIL-0370-25 CR 92 CC # 15A-07,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 30",5200201
2026,30,SS,1238979,SMAP-CIL-0370-25 CR 92 CC # 15A-07,5200233,"UCAP BRAZO 1"" - 1.5M - 52°/20°",,1,BRAZO 1 - 1.5M - 52°/20°,"Tabla 1 al 331_2026.pdf, pagina 30",5200233
2026,31,SS,1238994,SMAP-0372-25 CL 43 D CR 8 B,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 31",5200232
2026,31,SS,1238994,SMAP-0372-25 CL 43 D CR 8 B,5200469,PROYECTOR LED ACROLED 32W 120-277VCA ASIMETRICO 5000K,3,,PROYECTOR LED ACROLED 32W 120-277VCA ASIMETRICO 5000K,"Tabla 1 al 331_2026.pdf, pagina 31",5200469
2026,31,SS,1238994,SMAP-0372-25 CL 43 D CR 8 B,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 31",5200270
2026,31,SS,1238994,SMAP-0372-25 CL 43 D CR 8 B,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,93,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 31",5200464
2026,31,SS,1238994,SMAP-0372-25 CL 43 D CR 8 B,5200528,"UCAP TUBERIA 1"" IMC",60,,TUBERIA 1 IMC,"Tabla 1 al 331_2026.pdf, pagina 31",5200528
2026,32,SS,1239685,Cruce y Sendero Cl 52 Cr 49,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 32",5200232
2026,32,SS,1239685,Cruce y Sendero Cl 52 Cr 49,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 32",5200270
2026,32,SS,1239685,Cruce y Sendero Cl 52 Cr 49,5200403,"PROYEC LED 168W TIPO V MEDIA (MEDIUM ""M"") 5000K",1,,PROYEC LED 168W TIPO V MEDIA MEDIUM M 5000K,"Tabla 1 al 331_2026.pdf, pagina 32",5200403
2026,33,SS,1239713,Sendero Cr 10 Cl 55 - 73 Int 116,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 33",5200231
2026,33,SS,1239713,Sendero Cr 10 Cl 55 - 73 Int 116,5200270,LUM LED (KORELED) 44W,1,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 33",5200270
2026,33,SS,1239713,Sendero Cr 10 Cl 55 - 73 Int 116,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 33",5200232
2026,34,SS,1239785,Sendero Cr 42 Cl 34 - 10,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",4,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 34",5200231
2026,34,SS,1239785,Sendero Cr 42 Cl 34 - 10,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 34",5200232
2026,34,SS,1239785,Sendero Cr 42 Cl 34 - 10,5200270,LUM LED (KORELED) 44W,5,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 34",5200270
2026,34,SS,1239785,Sendero Cr 42 Cl 34 - 10,5200217,UCAP LUMINARIA 70W,,5,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 34",5200217
2026,34,SS,1239785,Sendero Cr 42 Cl 34 - 10,5200201,UCAP BOMBILLO 70W,,5,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 34",5200201
2026,35,SS,1239928,Sendero Cl 93 DD Cr 21 D - 94 Int 110,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",2,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 35",5200232
2026,35,SS,1239928,Sendero Cl 93 DD Cr 21 D - 94 Int 110,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 35",5200270
2026,35,SS,1239928,Sendero Cl 93 DD Cr 21 D - 94 Int 110,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,25,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 35",5200464
2026,35,SS,1239928,Sendero Cl 93 DD Cr 21 D - 94 Int 110,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 35",5200217
2026,35,SS,1239928,Sendero Cl 93 DD Cr 21 D - 94 Int 110,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 35",5200201
2026,36,SS,1245235,Sendero Cl 70 E Cr 95 - 104,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 36",5200231
2026,36,SS,1245235,Sendero Cl 70 E Cr 95 - 104,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 36",5200270
2026,36,SS,1245235,Sendero Cl 70 E Cr 95 - 104,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 36",5200419
2026,36,SS,1245235,Sendero Cl 70 E Cr 95 - 104,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,18,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 36",5200464
2026,37,SS,1245646,Sendero CR 52 CL 125,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 37",5200231
2026,37,SS,1245646,Sendero CR 52 CL 125,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 37",5200232
2026,37,SS,1245646,Sendero CR 52 CL 125,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 37",5200270
2026,37,SS,1245646,Sendero CR 52 CL 125,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,58,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 37",5200464
2026,38,SS,1248430,Andén-Paradero buses CR 64C CL 101A-01,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 38",5200232
2026,38,SS,1248430,Andén-Paradero buses CR 64C CL 101A-01,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 38",5200270
2026,38,SS,1248430,Andén-Paradero buses CR 64C CL 101A-01,5200308,UCAP POSTE CONCRETO OCTOG 8M,1,,POSTE CONCRETO OCTOG 8M,"Tabla 1 al 331_2026.pdf, pagina 38",5200308
2026,38,SS,1248430,Andén-Paradero buses CR 64C CL 101A-01,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,17,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 38",5200464
2026,39,SS,1249304,VIA SMAP-CIL-0391-25 VIA PALMITAS POR TUTAINA,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",2,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 39",5200232
2026,39,SS,1249304,VIA SMAP-CIL-0391-25 VIA PALMITAS POR TUTAINA,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 39",5200270
2026,39,SS,1249304,VIA SMAP-CIL-0391-25 VIA PALMITAS POR TUTAINA,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 39",5200217
2026,39,SS,1249304,VIA SMAP-CIL-0391-25 VIA PALMITAS POR TUTAINA,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 39",5200201
2026,39,SS,1249304,VIA SMAP-CIL-0391-25 VIA PALMITAS POR TUTAINA,5200233,"UCAP BRAZO 1"" - 1.5M - 52°/20°",,1,BRAZO 1 - 1.5M - 52°/20°,"Tabla 1 al 331_2026.pdf, pagina 39",5200233
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",12,3,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 40",5200232
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",41,37,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 40",5200235
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200271,LUM LED (MAXIMO M) 59.16W,12,3,LUM LED MAXIMO M 59.16W,"Tabla 1 al 331_2026.pdf, pagina 40",5200271
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200272,LUM LED (SEPIALED II) 128W,41,54,LUM LED SEPIALED II 128W,"Tabla 1 al 331_2026.pdf, pagina 40",5200272
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200325,UCAP POSTE PRFV 9M TRASLUCIDO (BASE),96,,POSTE PRFV 9M TRASLUCIDO BASE,"Tabla 1 al 331_2026.pdf, pagina 40",5200325
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,553,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 40",5200464
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",,18,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 40",5200231
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200241,UCAP BRAZO CURVO 3000M,,17,BRAZO CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 40",5200241
2026,40,SS,1249976,CR 45 postes traslúcidos CR 45 entre CL67 A CL81,5200270,LUM LED (KORELED) 44W,,18,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 40",5200270
2026,41,SS,1164649,Sendero Cr 97 AB Cl 64 AC - 64,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,1,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 41",5200231
2026,41,SS,1164649,Sendero Cr 97 AB Cl 64 AC - 64,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 41",5200232
2026,41,SS,1164649,Sendero Cr 97 AB Cl 64 AC - 64,5200270,LUM LED (KORELED) 44W,2,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 41",5200270
2026,41,SS,1164649,Sendero Cr 97 AB Cl 64 AC - 64,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 41",5200419
2026,41,SS,1164649,Sendero Cr 97 AB Cl 64 AC - 64,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,9,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 41",5200464
2026,42,SS,1165687,Juegos y Sendero Cl 106 C Cr 67 - 55,5200239,UCAP BRAZO DOBLE CARABOBO,1,,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 42",5200239
2026,42,SS,1165687,Juegos y Sendero Cl 106 C Cr 67 - 55,5200270,LUM LED (KORELED) 44W,2,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 42",5200270
2026,42,SS,1165687,Juegos y Sendero Cl 106 C Cr 67 - 55,5200238,UCAP BRAZO SENCILLO CARABOBO,,1,BRAZO SENCILLO CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 42",5200238
2026,43,SS,1185067,Anden Cl 112 Cr 67 - 62,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 43",5200231
2026,43,SS,1185067,Anden Cl 112 Cr 67 - 62,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 43",5200270
2026,44,SS,1195694,Sendero y Ciclorruta Cl 64 Cr 105 - 185 Int 408,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 44",5200232
2026,44,SS,1195694,Sendero y Ciclorruta Cl 64 Cr 105 - 185 Int 408,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 44",5200270
2026,44,SS,1195694,Sendero y Ciclorruta Cl 64 Cr 105 - 185 Int 408,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 44",5200217
2026,44,SS,1195694,Sendero y Ciclorruta Cl 64 Cr 105 - 185 Int 408,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 44",5200201
2026,45,SS,1238982,SMAP-0371-25 Cr 42 Este Cl 82 Vereda Piedras Blancas Matasano,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",12,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 45",5200232
2026,45,SS,1238982,SMAP-0371-25 Cr 42 Este Cl 82 Vereda Piedras Blancas Matasano,5200270,LUM LED (KORELED) 44W,12,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 45",5200270
2026,45,SS,1238982,SMAP-0371-25 Cr 42 Este Cl 82 Vereda Piedras Blancas Matasano,5200419,UCAP POSTE PRFV 8M (ENTERRAR),8,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 45",5200419
2026,45,SS,1238982,SMAP-0371-25 Cr 42 Este Cl 82 Vereda Piedras Blancas Matasano,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,302,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 45",5200464
2026,46,SS,1248589,SMAP-0384-25 Cr 94 Cl 36 - 30,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 46",5200231
2026,46,SS,1248589,SMAP-0384-25 Cr 94 Cl 36 - 30,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 46",5200232
2026,46,SS,1248589,SMAP-0384-25 Cr 94 Cl 36 - 30,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 46",5200270
2026,46,SS,1248589,SMAP-0384-25 Cr 94 Cl 36 - 30,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,26,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 46",5200464
2026,47,SS,1248602,SMAP-0383-25 Cl 48 Entre Cr 43 y Cr 44,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 47",5200231
2026,47,SS,1248602,SMAP-0383-25 Cl 48 Entre Cr 43 y Cr 44,5200270,LUM LED (KORELED) 44W,3,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 47",5200270
2026,48,SS,1248620,SMAP-0368-25 Cr 31 Cl 87 D,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 48",5200231
2026,48,SS,1248620,SMAP-0368-25 Cr 31 Cl 87 D,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 48",5200270
2026,49,SS,1249222,Sendero Cr 23 Cl 102 C - 90 Int 130,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 49",5200217
2026,49,SS,1249222,Sendero Cr 23 Cl 102 C - 90 Int 130,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 49",5200201
2026,49,SS,1249222,Sendero Cr 23 Cl 102 C - 90 Int 130,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 49",5200232
2026,50,SS,1249229,Vía y Andén Cl 106 A Cr 32 - 14,5200218,UCAP LUMINARIA 150W,,1,LUMINARIA 150W,"Tabla 1 al 331_2026.pdf, pagina 50",5200218
2026,50,SS,1249229,Vía y Andén Cl 106 A Cr 32 - 14,5200202,UCAP BOMBILLO 150W,,1,BOMBILLO 150W,"Tabla 1 al 331_2026.pdf, pagina 50",5200202
2026,50,SS,1249229,Vía y Andén Cl 106 A Cr 32 - 14,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 50",5200235
2026,51,SS,1249236,SMAP-0395-25 CR 46 TRAV 14 - 09,5200219,UCAP LUMINARIA 250W,,1,LUMINARIA 250W,"Tabla 1 al 331_2026.pdf, pagina 51",5200219
2026,51,SS,1249236,SMAP-0395-25 CR 46 TRAV 14 - 09,5200203,UCAP BOMBILLO 250W,,1,BOMBILLO 250W,"Tabla 1 al 331_2026.pdf, pagina 51",5200203
2026,51,SS,1249236,SMAP-0395-25 CR 46 TRAV 14 - 09,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 51",5200235
2026,52,SS,1249251,SMAP-0398-25 CL 39 CR 38 - 59,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,2,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 52",5200231
2026,52,SS,1249251,SMAP-0398-25 CL 39 CR 38 - 59,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 52",5200232
2026,52,SS,1249251,SMAP-0398-25 CL 39 CR 38 - 59,5200270,LUM LED (KORELED) 44W,3,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 52",5200270
2026,52,SS,1249251,SMAP-0398-25 CL 39 CR 38 - 59,5200217,UCAP LUMINARIA 70W,,3,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 52",5200217
2026,52,SS,1249251,SMAP-0398-25 CL 39 CR 38 - 59,5200201,UCAP BOMBILLO 70W,,3,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 52",5200201
2026,53,SS,1249257,SMAP-0399-25 Cl 34 Cr 38 A,5200218,UCAP LUMINARIA 150W,,2,LUMINARIA 150W,"Tabla 1 al 331_2026.pdf, pagina 53",5200218
2026,53,SS,1249257,SMAP-0399-25 Cl 34 Cr 38 A,5200202,UCAP BOMBILLO 150W,,2,BOMBILLO 150W,"Tabla 1 al 331_2026.pdf, pagina 53",5200202
2026,53,SS,1249257,SMAP-0399-25 Cl 34 Cr 38 A,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",,2,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 53",5200235
2026,54,SS,1249260,SMAP-0400-25 Cr 45 Cl 7 - 159,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",4,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 54",5200231
2026,54,SS,1249260,SMAP-0400-25 Cr 45 Cl 7 - 159,5200270,LUM LED (KORELED) 44W,4,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 54",5200270
2026,54,SS,1249260,SMAP-0400-25 Cr 45 Cl 7 - 159,5200308,UCAP POSTE CONCRETO OCTOG 8M,2,,POSTE CONCRETO OCTOG 8M,"Tabla 1 al 331_2026.pdf, pagina 54",5200308
2026,54,SS,1249260,SMAP-0400-25 Cr 45 Cl 7 - 159,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,21,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 54",5200464
2026,55,SS,1249263,SMAP-0401-25 Cr 43 F Cl 14 A,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,1,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 55",5200231
2026,55,SS,1249263,SMAP-0401-25 Cr 43 F Cl 14 A,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 55",5200270
2026,55,SS,1249263,SMAP-0401-25 Cr 43 F Cl 14 A,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 55",5200217
2026,55,SS,1249263,SMAP-0401-25 Cr 43 F Cl 14 A,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 55",5200201
2026,56,SS,1249295,ANDEN SMAP-CIL-0387-25 CL 34 CR 80,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 56",5200231
2026,56,SS,1249295,ANDEN SMAP-CIL-0387-25 CL 34 CR 80,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 56",5200270
2026,56,SS,1249295,ANDEN SMAP-CIL-0387-25 CL 34 CR 80,5200308,UCAP POSTE CONCRETO OCTOG 8M,1,,POSTE CONCRETO OCTOG 8M,"Tabla 1 al 331_2026.pdf, pagina 56",5200308
2026,56,SS,1249295,ANDEN SMAP-CIL-0387-25 CL 34 CR 80,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,20,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 56",5200464
2026,57,SS,1250370,Sendero Peatonal CL 48 FF CR 100AE-64 (INTERIOR 105),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 57",5200231
2026,57,SS,1250370,Sendero Peatonal CL 48 FF CR 100AE-64 (INTERIOR 105),5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 57",5200270
2026,58,SS,1252513,SMAP-0411-25 Cr 44 A Cl 89 - 140,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,2,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 58",5200231
2026,58,SS,1252513,SMAP-0411-25 Cr 44 A Cl 89 - 140,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 58",5200270
2026,58,SS,1252513,SMAP-0411-25 Cr 44 A Cl 89 - 140,5200217,UCAP LUMINARIA 70W,,2,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 58",5200217
2026,58,SS,1252513,SMAP-0411-25 Cr 44 A Cl 89 - 140,5200201,UCAP BOMBILLO 70W,,2,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 58",5200201
2026,59,SS,1253710,Sendero Cr 48 Cl 118 - 20 Int 103,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 59",5200231
2026,59,SS,1253710,Sendero Cr 48 Cl 118 - 20 Int 103,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 59",5200270
2026,60,SS,1256364,SMAP-0019-25 CR 43C entre CL 6 y 7D,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",3,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 60",5200235
2026,60,SS,1256364,SMAP-0019-25 CR 43C entre CL 6 y 7D,5200269,"LUM LED 110,7 (RALED II)",3,,LUM LED 110 7 RALED II,"Tabla 1 al 331_2026.pdf, pagina 60",5200269
2026,60,SS,1256364,SMAP-0019-25 CR 43C entre CL 6 y 7D,5200394,"UCAP POSTE DE FIBRA 7,5 M ANCLAJE",3,,POSTE DE FIBRA 7 5 M ANCLAJE,"Tabla 1 al 331_2026.pdf, pagina 60",5200394
2026,60,SS,1256364,SMAP-0019-25 CR 43C entre CL 6 y 7D,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,82,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 60",5200464
2026,61,SN,1052703,ANDEN CR 65 E CL 32 D -59,5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tabla 1 al 331_2026.pdf, pagina 61",5200419
